City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Saint Anthony,US,2022-05-12 05:00:07,45.0205,-93.218,66.24,94,40,11.5
273,Ipixuna,BR,2022-05-12 05:00:54,-1.7625,-48.8043,72.41,98,77,2.93
274,Omboue,GA,2022-05-12 05:00:54,-1.5746,9.2618,76.66,91,97,5.08
275,Port Lincoln,AU,2022-05-12 05:00:55,-34.7333,135.8667,64.29,65,6,6.29
276,Bethel,US,2022-05-12 05:00:55,41.3712,-73.414,60.76,88,0,5.73
277,Aksay,RU,2022-05-12 05:01:56,47.26,39.87,52.25,51,71,11.01
278,Samarai,PG,2022-05-12 04:59:53,-10.6167,150.6667,85.32,74,100,8.43
279,Machhlishahr,IN,2022-05-12 05:01:57,25.6833,82.4167,105.22,23,3,2.46
280,Bull Savanna,JM,2022-05-12 05:01:57,17.8868,-77.5902,74.34,84,24,8.9
281,Warren,US,2022-05-12 04:59:59,39.4334,-84.1666,66.27,61,0,6.91
282,Lesozavodsk,RU,2022-05-12 05:01:58,45.4794,133.4244,63.19,28,62,11.61
283,Barabai,ID,2022-05-12 05:01:58,-2.5833,115.3833,85.41,81,44,2.68
284,Robertsport,LR,2022-05-12 05:01:59,6.7533,-11.3686,80.33,83,39,5.08
285,Methven,NZ,2022-05-12 05:02:00,-43.6333,171.65,52.02,76,61,3.47
286,Bandarbeyla,SO,2022-05-12 05:02:00,9.4942,50.8122,85.68,68,100,12.44
287,Charters Towers,AU,2022-05-12 04:57:54,-20.1,146.2667,74.1,77,100,2.37
288,Caravelas,BR,2022-05-12 05:02:01,-17.7125,-39.2481,71.35,89,24,6.71
289,Sambava,MG,2022-05-12 05:02:01,-14.2667,50.1667,76.26,85,22,6.91
290,Alta Gracia,AR,2022-05-12 05:02:02,-31.6529,-64.4283,57.88,72,85,4.68
291,Sarkand,KZ,2022-05-12 05:02:02,45.41,79.9186,69.89,42,90,6.82
292,Acari,PE,2022-05-12 05:02:03,-15.4311,-74.6158,66.67,74,32,2.62
293,Constantine,DZ,2022-05-12 05:00:32,36.365,6.6147,49.41,87,0,3.44
294,Nome,US,2022-05-12 04:58:45,64.5011,-165.4064,39.16,84,89,8.43
